1417030321,"[5, 4, 4, 1, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 1, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 3, 5, 5, 2, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 4, 4, 5, 1, 5, 3, 5, 4, 5, 4, 5, 4, 4, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 4, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 1, 4, 4, 3, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 4, 5, 4, 4, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 1, 5, 1, 1, 5, 5, 5, 1, 5, 1, 4, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 2, 4, 2, 5, 2, 5, 5, 2, 5, 5, 5, 1, 5, 5, 5, 4, 5, 5, 5, 1, 5, 5, 5, 5, 2, 5, 5, 4, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 1, 5, 5, 4, 1, 2, 5, 5, 5, 5, 3, 5, 2, 5, 5, 3, 1, 5, 2, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 1, 5, 5, 5, 3, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 1, 2, 5, 5, 5, 5, 4, 5, 5, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 4, 3, 5, 3, 5, 5, 1, 5, 2, 4, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 4, 4, 5, 2, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 2, 5, 5, 5, 5, 4, 5, 1, 5, 1, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 4, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 1, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 1, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 2, 3, 5, 4, 5, 4, 4, 2, 2, 5, 4, 5, 5, 5, 5, 1, 4, 5, 5, 2, 4, 5, 4, 3, 5, 5, 5, 5, 5, 3, 5, 5, 2, 1, 5, 3, 3, 2, 1, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 4, 5, 5, 5, 5, 5, 1, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 1, 5, 5, 5, 5, 2, 5, 3, 2, 5, 5, 5, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 3, 5, 2, 1, 5, 4, 5, 1, 2, 4, 5, 5, 5, 5, 5, 3, 5, 2, 3, 3, 4, 3, 5, 4, 5, 3, 5, 5, 5, 4, 5, 5, 5, 1, 5, 5, 5, 2, 5, 5, 5, 4, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 3, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 1, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 4, 1, 1, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 1, 5, 5, 5, 5, 5, 5, 1, 5, 4, 5, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 4, 5, 5, 2, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 4, 5, 5, 5, 2, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 3, 4, 4, 5, 1, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 1, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 5, 2, 5, 4, 1, 3, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 4, 1, 5, 5, 5, 5, 1, 3, 5, 2, 1, 5, 5, 5, 5, 5, 5, 3, 4, 5, 1, 5, 4, 5, 4, 3, 5, 5, 3, 3, 5, 4, 4, 5, 1, 5, 5, 4, 1, 5, 5, 5, 5, 5, 5, 5, 5, 2, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 3, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 1, 3, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 2, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 1, 4, 1, 5, 5, 4, 5, 5, 5, 5, 3, 1, 3]"
1423403363,"[1, 1]"
1423465180,"[3, 4, 1, 2]"
1423480686,"[5, 5]"
1423494148,"[5]"
1423499158,"[3, 5, 1, 4, 4, 1]"
1557832846,"[3]"
1562241885,"[3]"
156224213X,"[2]"
1562242563,"[3]"
1570587094,"[3]"
1571666311,"[5]"
157166632X,"[5, 4]"
157560860X,"[1]"
1617310239,"[1, 5]"
1886997217,"[3, 2]"
1888743093,"[5]"
1891747215,"[5, 1]"
1892597551,"[5, 2]"
189388404X,"[5, 4, 5, 5, 5, 5, 5]"
1925542475,"[5, 5]"
1932537260,"[2]"
1932703195,"[5]"
1933098465,"[5]"
3542861359,"[3]"
3795776090,"[5]"
3905477351,"[4]"
5714000064,"[5]"
6025006350,"[5]"
6025006369,"[4, 5]"
6025006377,"[3, 4, 4]"
6025006385,"[4, 5, 5]"
6025006393,"[1, 5]"
6025006407,"[1, 5, 5, 5]"
630251228X,"[5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5]"
6302531810,"[5]"
6302598834,"[5, 5, 5, 3, 4, 5, 5, 4, 4, 5, 5, 4, 3, 5, 5, 5, 5, 5, 3, 5, 5, 2, 2, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 3, 5, 5, 5, 5, 5, 5, 3, 5]"
6303111904,"[3, 5]"
6305082286,"[4, 4]"
6305082340,"[3, 1]"
6305275432,"[1]"
630527553X,"[3]"
6305275696,"[4, 3, 5]"
6305276595,"[4]"
6305276641,"[5]"
6305276692,"[5]"
6305838534,"[4, 2, 5]"
7108022419,"[5]"
7109111938,"[5]"
7109113205,"[4]"
7505722085,"[5]"
7806558780,"[1, 2]"
8805002917,"[1]"
9792372326,"[5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 4, 5, 5, 5]"
9868238854,"[5, 5]"
B0000000P3,"[5, 5]"
B0000000PB,"[5]"
B000000135,"[3, 5, 4, 5, 5]"
B0000001IQ,"[4, 4, 4, 5]"
B0000001JY,"[5, 2, 4]"
B0000001L6,"[5]"
B000000233,"[5, 5, 5, 5]"
B0000002DY,"[5, 5, 5]"
B0000002L1,"[4]"
B0000002RE,"[5, 5, 5]"
B000000407,"[4, 5, 4]"
B0000004X5,"[5, 4]"
B0000005GI,"[5]"
B0000005HD,"[4]"
B0000005HW,"[5, 5, 5, 5]"
B0000005I2,"[5]"
B0000006DZ,"[5]"
B00000079L,"[5]"
B0000007F7,"[5]"
B0000007W5,"[5]"
B0000007XT,"[5, 5]"
B000000836,"[4, 2]"
B00000083H,"[4, 5]"
B00000085F,"[3]"
B00000086U,"[3]"
B00000086V,"[3]"
B0000008BR,"[5, 5, 3, 5]"
B0000008D7,"[4, 5, 4, 5, 5]"
B0000008DH,"[4]"
B0000008FF,"[4, 5, 5, 5, 5, 5, 5]"
B0000008GO,"[5]"
B0000008J8,"[3]"
B0000008KR,"[4, 4]"
B0000008KV,"[4]"
B0000008LR,"[1]"
B0000008P7,"[1]"
B0000008QI,"[5]"
B0000008UV,"[5]"
B0000008VF,"[4]"
B0000008VJ,"[5, 5, 4]"
B0000008X2,"[4]"
B000000906,"[5, 1, 5, 4]"
B000000919,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
B000000931,"[5, 5, 5]"
B000000956,"[1]"
B0000009HH,"[3]"
B0000009K4,"[5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 3]"
B000000A4C,"[3, 3]"
B000000A4H,"[5, 4, 5, 5, 5, 4, 5, 5, 5, 5]"
B000000A4N,"[5, 4]"
B000000A50,"[4, 5]"
B000000A61,"[5, 5, 2]"
B000000A6C,"[5, 5, 5]"
B000000A87,"[2, 4, 5]"
B000000A8E,"[5, 5, 5]"
B000000A9H,"[5, 3, 4, 5, 5, 5, 3]"
B000000A9I,"[5, 5]"
B000000A9W,"[5, 5, 5, 1, 5]"
B000000AD1,"[5, 5, 5]"
B000000AEX,"[5, 5, 5, 5, 5, 5, 5, 5, 5]"
B000000AFL,"[5]"
B000000AGC,"[5]"
B000000AH8,"[5, 3, 5]"
B000000AHH,"[5]"
B000000AIZ,"[5, 5]"
B000000AKC,"[4, 5, 3]"
B000000AKH,"[3]"
B000000AMF,"[5, 5, 4, 5]"
B000000AMS,"[4, 5, 5, 4]"
B000000APG,"[5]"
B000000ARE,"[5, 4]"
B000000ATC,"[5, 3]"
B000000AUU,"[5, 5, 3]"
B000000AYI,"[5, 4, 5]"
B000000AYL,"[5]"
B000000AZ1,"[5]"
B000000AZ2,"[5, 4, 5]"
B000000AZ5,"[4]"
B000000AZA,"[5, 4, 5]"
B000000B0W,"[4, 5]"
B000000B0X,"[5]"
B000000B24,"[5, 5, 5, 5, 5, 5]"
B000000B28,"[4]"
B000000B2Y,"[4, 5]"
B000000BCI,"[4]"
B000000BDY,"[5]"
B000000BEA,"[1, 5, 3, 4, 4, 5, 4, 5, 3, 5, 4, 4, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 3, 5]"
B000000C3P,"[5, 5, 5, 5]"
B000000C7B,"[4]"
B000000CGM,"[5, 5, 5]"
B000000CV0,"[5]"
B000000CZW,"[5, 1, 4, 5]"
B000000D34,"[5]"
B000000D7A,"[4]"
B000000D7U,"[4, 4, 5, 4, 5]"
B000000DJU,"[4]"
B000000DPB,"[4, 3]"
B000000DUF,"[1, 5, 5, 4, 5, 4]"
B000000DV7,"[5, 3, 5]"
B000000DZQ,"[4, 5, 4]"
B000000E0E,"[5, 5, 4, 5, 5, 5]"
B000000EH9,"[5, 5]"
B000000EI6,"[5]"
B000000EIJ,"[5, 5]"
B000000EJM,"[5, 2, 4, 4, 4, 5]"
B000000ETZ,"[4]"
B000000EU4,"[5, 5]"
B000000F0C,"[5, 5]"
B000000F0R,"[5]"
B000000F6B,"[5]"
B000000F8V,"[5]"
B000000FAG,"[5, 5, 1, 5, 5, 5]"
B000000FED,"[5, 5]"
B000000FFJ,"[1]"
B000000FWE,"[5, 4]"
B000000G64,"[5]"
B000000G8P,"[5, 5, 5, 5]"
B000000GY9,"[5, 4]"
B000000I5M,"[3, 5, 1, 5, 5, 4, 3, 3, 2, 4, 5, 5, 5]"
B000000I5U,"[5]"
B000000I77,"[3]"
B000000J2B,"[4]"
B000000J2F,"[5, 1]"
B000000J2J,"[5, 5]"
B000000J2K,"[5]"
B000000J2L,"[5]"
B000000J31,"[5]"
B000000J32,"[1, 1]"
B000000J3G,"[5]"
B000000J3L,"[5, 5]"
B000000J42,"[5]"
B000000J45,"[5]"
B000000J4G,"[4]"
B000000J4H,"[1]"
B000000J4I,"[5]"
B000000J4J,"[5, 5, 5]"
B000000J4K,"[5, 5, 5]"
B000000J4U,"[2]"
B000000J4W,"[5, 3]"
B000000J51,"[2]"
B000000J58,"[3]"
B000000J5J,"[5]"
B000000J5U,"[1, 5]"
B000000J6Y,"[5, 5]"
B000000J70,"[5, 4]"
B000000J80,"[5, 5]"
B000000J83,"[4]"
B000000J8B,"[5, 5]"
B000000J8F,"[4]"
B000000J8R,"[4]"
B000000J8S,"[5]"
B000000J91,"[5]"
B000000J9T,"[5]"
B000000JAW,"[5, 5, 3]"
B000000JAX,"[5, 5]"
B000000JAY,"[5]"
B000000JB3,"[5]"
B000000JBD,"[5]"
B000000JBS,"[5]"
B000000JCJ,"[4]"
B000000JD0,"[2]"
B000000JD1,"[4]"
B000000JD2,"[5]"
B000000JD6,"[5]"
B000000JDG,"[5]"
B000000JDT,"[4, 5]"
B000000JDU,"[5, 3]"
B000000JDZ,"[4, 5]"
B000000JEH,"[4]"
B000000JEO,"[3]"
B000000JEW,"[5]"
B000000JEY,"[4]"
B000000JF4,"[4]"
B000000JFF,"[3]"
B000000JG0,"[4]"
B000000JG3,"[4]"
B000000JG5,"[4]"
B000000JGU,"[3, 2, 1, 4, 5]"
B000000JHK,"[5, 5, 5]"
B000000JHO,"[4]"
B000000JHU,"[4]"
B000000JI2,"[5, 5]"
B000000JI7,"[4, 5]"
B000000JIT,"[5]"
B000000JM7,"[4]"
B000000JM8,"[5]"
B000000JPE,"[5, 5, 5]"
B000000M7Z,"[5]"
B000000MH9,"[5, 5]"
B000000MOE,"[5]"
B000000NDP,"[5, 5]"
B000000NXZ,"[5, 5]"
B000000NYI,"[5, 4, 4, 5]"
B000000O2B,"[5, 5, 1]"
B000000P29,"[5]"
B000000PEP,"[2, 5, 5]"
B000000QEM,"[5]"
B000000QF9,"[5]"
B000000QVD,"[5]"
B000000R3I,"[5, 5, 5]"
B000000RE3,"[3]"
B000000RGX,"[1]"
B000000RT9,"[3, 2]"
B000000S06,"[5, 5]"
B000000S1M,"[4, 2]"
B000000S4K,"[5]"
B000000SBF,"[5, 5, 5, 3]"
B000000T9O,"[5, 2]"
B000000TOL,"[4]"
B000000VEL,"[5]"
B000000WC3,"[4, 5, 1, 5, 5, 5, 5]"
B000000WLT,"[2, 5, 5]"
B000000WMI,"[5]"
B000000WQ8,"[5, 5]"
B000000WR7,"[5]"
B000000WRB,"[5, 5, 5]"
B000000WSM,"[5]"
B000000WVY,"[3]"
B000000WWH,"[3]"
B000000WY9,"[4]"
B000000XEZ,"[5, 5, 5, 5, 5]"
B000000YXC,"[5, 5, 5, 5]"
B000000Z0B,"[4, 5, 5, 3]"
B000000Z3I,"[5, 5]"
B000000Z7Z,"[5]"
B000000Z95,"[4]"
B000000ZND,"[4, 5, 5, 5, 5, 5, 5]"
B000000ZON,"[5]"
B000000ZPL,"[5]"
B000000ZQN,"[4]"
B000000ZR1,"[5]"
B00000107D,"[5, 5, 5]"
B0000010K0,"[5, 2]"
B0000010W8,"[5]"
B0000011JY,"[3]"
B0000011LB,"[5, 5, 5]"
B0000011X9,"[4]"
B0000012EE,"[4]"
B0000012EJ,"[5, 5, 5, 5, 5]"
B0000012PR,"[5, 5]"
B0000012UW,"[3]"
B0000012VH,"[4, 5, 4, 5]"
B0000012VI,"[5, 5, 5, 5, 5, 5]"
B0000012VJ,"[3]"
B0000012VN,"[1, 5, 5, 5]"
B0000012VR,"[1]"
B0000012W0,"[3]"
B0000012WJ,"[3, 5, 5, 5, 1, 2, 5]"
B0000012WK,"[5, 5]"
B0000012WN,"[5, 5, 5, 5, 5]"
B000001399,"[3, 4, 4, 5]"
B0000013EE,"[5, 3, 4, 1]"
B0000013EK,"[3, 4, 1, 5, 5, 5]"
B0000013IS,"[5, 4, 5, 5, 3, 5, 5, 3, 5, 3, 4, 1, 5]"
B0000013JG,"[4, 3, 3]"
B0000013L4,"[5, 3, 4, 5]"
B0000013M1,"[5, 4, 5, 5]"
B0000013O7,"[5, 5, 4, 5]"
B0000013OB,"[5, 5]"
B0000013OL,"[5, 5, 3, 4, 4]"
B0000013P6,"[3]"
B0000013PE,"[5, 2, 2, 5]"
B0000013Q4,"[4, 5, 4]"
B0000013QD,"[5]"
B0000013QG,"[4, 4, 5, 1]"
B0000013R3,"[5]"
B0000013R7,"[5]"
B0000013RN,"[5, 5]"
B0000013SC,"[5, 5]"
B0000013SE,"[5]"
B0000013SG,"[5, 4]"
B0000013SH,"[2, 5]"
B0000013T5,"[5, 5, 5]"
B0000013TM,"[5, 5]"
B0000013TQ,"[5, 5, 4]"
B0000013UC,"[4]"
B0000013V8,"[5]"
B0000013V9,"[5]"
B0000013VD,"[4]"
B0000013WA,"[4]"
B0000013WE,"[4, 2, 4, 4, 3]"
B0000013WF,"[4, 5]"
B0000013WG,"[4, 5]"
B0000013XD,"[4]"
B0000013XJ,"[3, 5, 2, 5]"
B0000013Y3,"[3, 4, 4]"
B0000013Z1,"[5, 4, 5]"
B00000141I,"[3, 5, 5]"
B00000143B,"[5]"
B00000143C,"[5]"
B00000143M,"[5, 3, 5, 5]"
B000001442,"[5, 5, 3]"
B000001443,"[5]"
B00000145R,"[4, 5, 5]"
B000001463,"[5, 5, 4, 5, 5]"
B00000146A,"[5]"
B00000147S,"[4, 5, 5, 5, 5, 5]"
B00000148F,"[3, 2, 5, 5, 3, 5]"
B000001492,"[4, 4, 1]"
B00000149G,"[5, 5]"
B0000014A6,"[5, 5]"
B0000014AE,"[5]"
B0000014AS,"[4, 4]"
B0000014AU,"[5, 4]"
B0000014AZ,"[4]"
B0000014B2,"[5, 4]"
B0000014CD,"[5]"
B0000014CJ,"[4, 5, 5, 5, 5, 5]"
B0000014CZ,"[5]"
B0000014D2,"[5, 5, 1, 5]"
B0000014DA,"[5]"
B0000014DF,"[5, 4, 5, 5, 4, 5]"
B0000014DU,"[5, 5]"
B0000014DX,"[5, 5]"
B0000014DY,"[5, 5, 5]"
B0000014E4,"[5, 4, 5]"
B0000014EA,"[5, 5, 5, 4]"
B0000014EL,"[5, 5]"
B0000014ES,"[5, 4]"
B0000014EX,"[5]"
B0000014F9,"[4, 5, 5]"
B0000014FB,"[5, 5, 5, 5, 5, 5, 5, 5, 3, 5]"
B0000014FH,"[2]"
B0000014FR,"[5, 5, 5, 4]"
B0000014G1,"[3, 4, 4, 5]"
B0000014G4,"[5, 4]"
B0000014GA,"[5]"
B0000014GE,"[5, 5, 5, 3, 3, 5, 5, 5]"
B0000014GG,"[5]"
B0000014GS,"[3, 5, 4]"
B0000014GT,"[2, 5, 4, 4]"
B0000014H1,"[3, 4, 5, 4, 5]"
B0000014HF,"[4]"
B0000014KR,"[2, 5, 5]"
B0000014L5,"[3]"
B0000014NI,"[3]"
B0000014OR,"[5]"
B0000015BV,"[5]"
B0000015D2,"[5]"
B00000160T,"[5, 5, 5]"
B000001631,"[5, 5]"
B00000163X,"[5, 4]"
B00000165Z,"[5, 5]"
B00000166J,"[5, 5]"
B00000167D,"[5]"
B000001689,"[5]"
B00000168A,"[5]"
B00000168L,"[4]"
B00000169P,"[5, 5, 5]"
B0000016BR,"[5, 5, 5, 3]"
B0000016BZ,"[5, 4, 5]"
B0000016CM,"[5]"
B0000016CX,"[5, 4]"
B0000016EI,"[4, 5]"
B0000016EY,"[5, 5]"
B0000016EZ,"[5, 5]"
B0000016FH,"[5]"
B0000016FS,"[5, 5]"
B0000016GC,"[4, 5]"
B0000016GO,"[5]"
B0000016GP,"[5]"
B0000016H5,"[5, 4]"
B0000016I2,"[5]"
B0000016IF,"[5, 5]"
B0000016IJ,"[5]"
B0000016JD,"[5, 5, 4, 5]"
B0000016JF,"[5]"
B0000016K8,"[5]"
B0000016KA,"[2]"
B0000016KH,"[5, 3]"
B0000016KK,"[5]"
B0000016KO,"[5]"
B0000016L6,"[5]"
B0000016LO,"[4, 5, 4]"
B0000016M2,"[3]"
B0000016MF,"[5]"
B0000016MI,"[5]"
B0000016MS,"[5]"
B0000016NG,"[4]"
B0000016NK,"[5]"
B0000016NT,"[4, 3]"
B0000016OP,"[5]"
B0000016PM,"[5]"
B0000016PT,"[3, 5, 5]"
B00000174T,"[5]"
B000001757,"[5]"
B00000178B,"[5, 4, 4]"
B00000178L,"[5, 5]"
B0000017AK,"[4, 3]"
